TABLE_SCHEMA,TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH
dbo,KPI2,2,KPIEntry,int,
dbo,KPI2,3,Type,nvarchar,250
dbo,KPI2,4,From,numeric,
dbo,KPI2,5,To,numeric,
dbo,KPI2,6,Color,nvarchar,250
dbo,KPI3,1,AbsEntry,int,
dbo,KPI3,2,KPIEntry,int,
dbo,KPI3,3,Type,nvarchar,20
dbo,KPI3,4,FldName,nvarchar,250
dbo,KPI3,5,FldMethod,nvarchar,250
dbo,KPI3,6,Operator,nvarchar,250
dbo,KPI3,7,DbType,nvarchar,250
dbo,KPI3,8,SqlType,int,
dbo,KPI3,9,FromValue,nvarchar,250
dbo,KPI3,10,ToValue,nvarchar,250
dbo,KPI3,11,DftValue,nvarchar,250
dbo,KPI3,12,ParamType,nvarchar,20
dbo,KPI3,13,UdqPh,nvarchar,50
dbo,KPI3,14,UdqOp,nvarchar,20
dbo,KPI4,1,AbsEntry,int,
dbo,KPI4,2,FltEntry,int,
dbo,KPI4,3,Value,nvarchar,50
dbo,KPI4,4,Desc,nvarchar,250
dbo,KPI5,1,AbsEntry,int,
dbo,KPI5,2,KPIEntry,int,
dbo,KPI5,3,CalcEntry,int,
dbo,KPI5,4,VarName,nvarchar,250
dbo,KPS1,1,KpsCode,nvarchar,15
dbo,KPS1,2,LineNum,int,
dbo,KPS1,3,KpiName,nvarchar,100
dbo,KPS1,4,KpiValue1,numeric,
dbo,KPS1,5,KpiValue2,numeric,
dbo,KPS1,6,KpiValue3,numeric,
dbo,KPS1,7,KpiValue4,numeric,
dbo,KPS1,8,KpiValue5,numeric,
dbo,KPS1,9,KpiValue6,numeric,
dbo,KPS1,10,KpiValue7,numeric,
dbo,KPS1,11,KpiValue8,numeric,
dbo,KPS1,12,KpiValue9,numeric,
dbo,KPS1,13,KpiValue10,numeric,
dbo,KPS1,14,KpiValue11,numeric,
dbo,KPS1,15,KpiValue12,numeric,
dbo,KPS1,16,KpiValue13,numeric,
dbo,KPS1,17,KpiValue14,numeric,
dbo,KPS1,18,KpiValue15,numeric,
dbo,KPS1,19,KpiValue16,numeric,
dbo,KPS1,20,KpiValue17,numeric,
dbo,KPS1,21,KpiValue18,numeric,
dbo,KPS1,22,KpiValue19,numeric,
dbo,KPS1,23,KpiValue20,numeric,
dbo,KPS1,24,KpiValue21,numeric,
dbo,KPS1,25,KpiValue22,numeric,
dbo,KPS1,26,KpiValue23,numeric,
dbo,KPS1,27,KpiValue24,numeric,
dbo,KPS1,28,KpiValue25,numeric,
dbo,KPS1,29,KpiValue26,numeric,
dbo,KPS1,30,KpiValue27,numeric,
dbo,KPS1,31,KpiValue28,numeric,
dbo,KPS1,32,KpiValue29,numeric,
dbo,KPS1,33,KpiValue30,numeric,
dbo,LGL1,1,AbsEntry,int,
dbo,LGL1,2,LineSeq,int,
dbo,LGL1,3,LineType,char,1
dbo,LGL1,4,TaxCode,nvarchar,8
dbo,LGL1,5,TaxRate,numeric,
dbo,LGL1,6,Amount,numeric,
dbo,LIVI,1,LogEntry,int,
dbo,LIVI,2,Version,int,
dbo,LIVI,3,PatchLevel,nvarchar,50
dbo,LIVI,4,Comment,nvarchar,100
dbo,LIVI,5,LoadCustom,char,1
dbo,LIVI,6,LastMsgID,int,
dbo,LIVI,7,UpdateDate,datetime,
dbo,LIVI,8,InitMap,char,1
dbo,LIVI,9,InitStd,char,1
dbo,LIVI1,1,LogEntry,int,
dbo,LIVI1,2,CalcNum,int,
dbo,LIVI1,3,CreateDate,datetime,
dbo,LIVI1,4,UserToDate,datetime,
dbo,LIVI1,5,ActuToDate,datetime,
dbo,LIVI1,6,LastMsgID,int,
dbo,LIVI1,7,Result,char,1
dbo,LIVI1,8,ResultStr,nvarchar,254
dbo,LIVI1,9,UserSign,smallint,
dbo,LIVI1,10,IgnFail,char,1
dbo,LIVI1,11,ReorderFrm,datetime,
dbo,LIVI1,12,ReorderTo,datetime,
dbo,LIVI1,13,StopDate,datetime,
dbo,LIVI1,14,StopTime,smallint,
dbo,LLR1,1,ResEntry,int,
dbo,LLR1,2,ReportNum,int,
dbo,LLR1,3,ReportCode,nvarchar,8
dbo,LLR1,4,Criteria,ntext,1073741823
dbo,MAB1,1,absEntry,int,
dbo,MAB1,2,MenuID,int,
dbo,MAB1,3,Alias,nvarchar,20
dbo,MABV,1,absEntry,int,
dbo,MABV,2,pkgName,nvarchar,200
dbo,MABV,3,fileName,nvarchar,200
dbo,MABV,4,imprtDate,datetime,
dbo,MABV,5,pkgPath,nvarchar,200
dbo,MAP1,1,MapID,int,
dbo,MAP1,2,Code,int,
dbo,MAP1,3,Type,nvarchar,10
dbo,MAP1,4,RuleType,nvarchar,10
dbo,MAP1,5,RuleRef,nvarchar,50
dbo,MAP1,6,RefID,nvarchar,50
dbo,MAP1,7,RuleVer,nvarchar,5
dbo,MAP1,8,IsFinal,char,1
dbo,MAP2,1,MapID,int,
dbo,MAP2,2,CodeIn,int,
dbo,MAP2,3,CodeOut,int,
dbo,MAP2,4,Sequence,int,
dbo,MAP2,5,Name,nvarchar,20
dbo,MDC1,1,AbsEntry,int,
dbo,MDC1,2,LineID,int,
dbo,MDC1,3,ObjectType,nvarchar,20
dbo,MDC1,4,ObjectKey,nvarchar,20
dbo,MDC1,5,Name,nvarchar,100
dbo,MDC1,6,LastDate,datetime,
dbo,MDC1,7,Action,char,1
dbo,MDC1,8,ObjectCode,nvarchar,100
dbo,MDC1,9,ActFailed,char,1
dbo,MDC1,10,OrigAction,char,1
dbo,MDC1,11,SubObjType,nvarchar,20
dbo,MDC1,12,SubObjKey,nvarchar,50
dbo,MDC1,13,SubObjNam1,nvarchar,50
dbo,MDC1,14,SubObjNam2,nvarchar,50
dbo,MDC1,15,SubObjNam3,nvarchar,50
dbo,MDC2,1,AbsEntry,int,
dbo,MDC2,2,ObjectType,nvarchar,20
dbo,MDC2,3,UserAction,char,1
dbo,MDC2,4,DelContent,nvarchar,100
dbo,MDP1,1,DocEntry,int,
dbo,MDP1,2,LineNum,int,
dbo,MDP1,3,ItemCode,nvarchar,50
dbo,MDP1,4,AcctCode,nvarchar,15
dbo,MDP1,5,Quantity,numeric,
dbo,MDP1,6,LineTotal,numeric,
dbo,MDP1,7,TotalFrgn,numeric,
dbo,MDP1,8,TotalSys,numeric,
dbo,MDP1,9,DprArea,nvarchar,15
dbo,MDP1,10,Remarks,nvarchar,100
dbo,MDP1,11,LogInstanc,int,
dbo,MDP1,12,NewItemCod,nvarchar,50
dbo,MDP1,13,Partial,char,1
dbo,MDP1,14,APC,numeric,
dbo,MDP1,15,NewAstCls,nvarchar,20
dbo,MDP1,16,ObjType,nvarchar,20
dbo,MDP1,17,TransType,nvarchar,4
dbo,MDP1,18,OcrCode,nvarchar,8
dbo,MDP1,19,OcrCode2,nvarchar,8
dbo,MDP1,20,OcrCode3,nvarchar,8
dbo,MDP1,21,OcrCode4,nvarchar,8
dbo,MDP1,22,OcrCode5,nvarchar,8
dbo,MDP1,23,Project,nvarchar,20
dbo,MDP2,1,DocEntry,int,
dbo,MDP2,2,LineNum,int,
dbo,MDP2,3,DprArea,nvarchar,15
dbo,MDP2,4,JrnlMemo,nvarchar,50
dbo,MDP2,5,ObjType,nvarchar,20
dbo,MDP2,6,LogInstanc,int,
dbo,MDP2,7,TransNum,int,
dbo,MDP2,8,JrnlMemo1,nvarchar,50
dbo,MDP2,9,TransNum1,int,
dbo,MDP3,1,DocEntry,int,
dbo,MDP3,2,ItemLine,int,
dbo,MDP3,3,ItemCode,nvarchar,50
dbo,MDP3,4,DprArea,nvarchar,15
dbo,MDP3,5,Total,numeric,
dbo,MDP3,6,TotalFrgn,numeric,
dbo,MDP3,7,TotalSys,numeric,
dbo,MDP3,8,ObjType,nvarchar,20
dbo,MDP3,9,LogInstanc,int,
dbo,MDR1,1,OcrCode,nvarchar,8
dbo,MDR1,2,PrcCode,nvarchar,8
dbo,MDR1,3,PrcAmount,numeric,
dbo,MDR1,4,OcrTotal,numeric,
dbo,MDR1,5,Direct,char,1
dbo,MDR1,6,UserSign,smallint,
dbo,MDR1,7,ValidFrom,datetime,
dbo,MDR1,8,ValidTo,datetime,
dbo,MDR1,9,logInstanc,int,
dbo,MDR1,10,UserSign2,smallint,
dbo,MDR1,11,updateDate,datetime,
dbo,MIN1,1,MinvNum,int,
dbo,MIN1,2,AbsEntry,int,
dbo,MIN1,3,DocNum,int,
dbo,MIN1,4,DocType,nvarchar,20
dbo,MIN1,5,DocDate,datetime,
dbo,MIN1,6,DocDueDate,datetime,
dbo,MIN1,7,DocClsDate,datetime,
dbo,MIN1,8,DocAmount,numeric,
dbo,MIN1,9,DocExpense,numeric,
dbo,MIN1,10,DocDiscSum,numeric,
dbo,MIN1,11,DocRound,numeric,
dbo,MIN1,12,DocTax,numeric,
dbo,MIN1,13,Closed,char,1
dbo,MIN1,14,MINumWnCls,int,
dbo,MIN1,15,Entry,int,
dbo,MIN2,1,MinvNum,int,
dbo,MIN2,2,DocNum,int,
dbo,MIN2,3,DocType,nvarchar,20
dbo,MIN2,4,DocDate,datetime,
dbo,MIN2,5,LineNum,int,
dbo,MIN2,6,ItemCode,nvarchar,50
dbo,MIN2,7,ItemName,nvarchar,100
dbo,MIN2,8,ItemPrice,numeric,
dbo,MIN2,9,ItemCurr,nvarchar,3
dbo,MIN2,10,itemRate,numeric,
dbo,MIN2,11,ItemQuan,numeric,
dbo,MIN2,12,ItemType,char,1
dbo,MIN2,13,ItemTotal,numeric,
dbo,MIN2,14,TaxAmount,numeric,
dbo,MIN2,15,LineTotal,numeric,
dbo,MIN2,16,Entry,int,
dbo,MIN2,17,AbsEntry,int,
dbo,MIV1,1,MinvNum,int,
dbo,MIV1,2,AbsEntry,int,
dbo,MIV1,3,DocNum,int,
dbo,MIV1,4,DocType,nvarchar,20
dbo,MIV1,5,DocDate,datetime,
dbo,MIV1,6,DocDueDate,datetime,
dbo,MIV1,7,DocClsDate,datetime,
dbo,MIV1,8,DocAmount,numeric,
dbo,MIV1,9,DocExpense,numeric,
dbo,MIV1,10,DocDiscSum,numeric,
dbo,MIV1,11,DocRound,numeric,
dbo,MIV1,12,DocTax,numeric,
dbo,MIV1,13,Closed,char,1
dbo,MIV1,14,MINumWnCls,int,
dbo,MIV1,15,Entry,int,
dbo,MIV2,1,MinvNum,int,
dbo,MIV2,2,DocNum,int,
dbo,MIV2,3,DocType,nvarchar,20
dbo,MIV2,4,DocDate,datetime,
dbo,MIV2,5,LineNum,int,
dbo,MIV2,6,ItemCode,nvarchar,50
dbo,MIV2,7,ItemName,nvarchar,100
dbo,MIV2,8,ItemPrice,numeric,
dbo,MIV2,9,ItemCurr,nvarchar,3
dbo,MIV2,10,ItemRate,numeric,
dbo,MIV2,11,ItemQuan,numeric,
dbo,MIV2,12,ItemType,char,1
dbo,MIV2,13,ItemTotal,numeric,
dbo,MIV2,14,TaxAmount,numeric,
dbo,MIV2,15,LineTotal,numeric,
dbo,MIV2,16,Entry,int,
dbo,MIV2,17,AbsEntry,int,
dbo,MLS1,1,Code,int,
dbo,MLS1,2,LineNum,int,
dbo,MLS1,3,ObjType,nvarchar,20
dbo,MLS1,4,ObjCode,nvarchar,50
dbo,MLS1,5,ObjName,nvarchar,155
dbo,MLS1,6,E_Mail,nvarchar,100
dbo,MLS1,7,PortNum,nvarchar,50
dbo,MLS1,8,Fax,nvarchar,20
dbo,MLT1,1,TranEntry,int,
dbo,MLT1,2,LangCode,int,
dbo,MLT1,3,Trans,ntext,1073741823
dbo,MPO1,1,AbsEntry,int,
dbo,MPO1,2,LineId,int,
dbo,MPO1,3,ThirdPID,int,
dbo,MPO1,4,ThirdPVal,nvarchar,100
dbo,MRV1,1,DocEntry,int,
dbo,MRV1,2,LineNum,int,
dbo,MRV1,3,ItemCode,nvarchar,50
dbo,MRV1,4,Dscription,nvarchar,100
dbo,MRV1,5,Quantity,numeric,
dbo,MRV1,6,Price,numeric,
dbo,MRV1,7,LineTotal,numeric,
dbo,MRV1,8,WhsCode,nvarchar,8
dbo,MRV1,9,RIncmAcct,nvarchar,15
dbo,MRV1,10,RDcrmAcct,nvarchar,15
dbo,MRV1,11,RToStock,numeric,
dbo,MRV1,12,RActPrice,numeric,
dbo,MRV1,13,ROnHand,numeric,
dbo,MRV1,14,LogInstanc,int,
dbo,MRV1,15,ObjType,nvarchar,20
dbo,MRV1,16,EvalSystem,char,1
dbo,MRV1,17,OcrCode,nvarchar,8
dbo,MRV1,18,UnitMsr,nvarchar,100
dbo,MRV1,19,OcrCode2,nvarchar,8
dbo,MRV1,20,OcrCode3,nvarchar,8
dbo,MRV1,21,OcrCode4,nvarchar,8
dbo,MRV1,22,OcrCode5,nvarchar,8
dbo,MRV1,23,Project,nvarchar,20
dbo,MRV2,1,DocEntry,int,
dbo,MRV2,2,BaseLine,int,
dbo,MRV2,3,LineNum,int,
dbo,MRV2,4,Quantity,numeric,
dbo,MRV2,5,Price,numeric,
dbo,MRV2,6,LineTotal,numeric,
dbo,MRV2,7,RToStock,numeric,
dbo,MRV2,8,RActPrice,numeric,
dbo,MRV2,9,INMTransNm,int,
dbo,MRV2,10,INMInst,int,
dbo,MRV2,11,INMTransTy,int,
dbo,MRV2,12,INMCreatBy,int,
dbo,MRV2,13,INMBaseRef,nvarchar,11
dbo,MRV2,14,INMDocDate,datetime,
dbo,MRV2,15,INMOpenQty,numeric,
dbo,MRV2,16,ObjType,nvarchar,20
dbo,MRV2,17,LogInstanc,int,
dbo,MRV2,18,IVLTransSe,int,
dbo,MRV2,19,IVLLayerID,int,
dbo,MRV2,20,INMLineNum,int,
dbo,MRV2,21,INMSubLine,int,
dbo,MRV3,1,DocEntry,int,
dbo,MRV3,2,BaseLine,int,
dbo,MRV3,3,LineNum,int,
dbo,MRV3,4,SNBNum,nvarchar,36
dbo,MRV3,5,AdmisDate,datetime,
dbo,MRV3,6,ExpiryDate,datetime,
dbo,MRV3,7,CurrCost,numeric,
dbo,MRV3,8,NewCost,numeric,
dbo,MRV3,9,DebCred,numeric,
dbo,MRV3,10,SNBOpenQty,numeric,
dbo,MRV3,11,RToStock,numeric,
dbo,MRV3,12,SnbSysNum,int,
dbo,MRV3,13,SnbAbsEnt,int,
dbo,MRV3,14,SnbQty,numeric,
dbo,MRV3,15,SnbCostT,numeric,
dbo,MRV3,16,SnbLotNum,nvarchar,36
dbo,MRV3,17,SnbMfn,nvarchar,36
dbo,MSN1,1,AbsEntry,int,
dbo,MSN1,2,WhsCode,nvarchar,8
dbo,MSN1,3,ReqSel,char,1
dbo,MSN1,4,InvtSel,char,1
dbo,MSN1,5,ExtIvntSel,char,1
dbo,MSN2,1,AbsEntry,int,
dbo,MSN2,2,ItemCode,nvarchar,50
dbo,MSN2,3,PeriodID,int,
dbo,MSN2,4,Initial,numeric,
dbo,MSN2,5,InitialOrg,numeric,
dbo,MSN2,6,InStock,numeric,
dbo,MSN2,7,OutStock,numeric,
dbo,MSN2,8,Final,numeric,
dbo,MSN2,9,FinalOrg,numeric,
dbo,MSN2,10,Requests,numeric,
dbo,MSN3,1,AbsEntry,int,
dbo,MSN3,2,ItemCode,nvarchar,50
dbo,MSN3,3,PeriodID,int,
dbo,MSN3,4,Quantity,numeric,
dbo,MSN3,5,BaseEntry,int,
dbo,MSN3,6,BaseLine,int,
dbo,MSN3,7,BaseObj,nvarchar,20
dbo,MSN3,8,BaseDocNum,nvarchar,16
dbo,MSN3,9,BaseDue,datetime,
dbo,MSN3,10,StockType,char,1
dbo,MSN3,11,LineID,int,
dbo,MSN3,12,ParentCode,nvarchar,50
dbo,MSN3,13,StartDate,datetime,
dbo,MSN3,14,EndDate,datetime,
dbo,MSN3,15,WhsCode,nvarchar,8
dbo,MSN4,1,AbsEntry,int,
dbo,MSN4,2,ItemCode,nvarchar,50
dbo,MSN4,3,Selected,char,1
dbo,MSN4,4,TmpForMrp,char,1
dbo,MSN4,5,WorDueDate,datetime,
dbo,MSN4,6,DsmDueDate,datetime,
dbo,MSN4,7,NorDueDate,datetime,
dbo,MSN4,8,Interval,smallint,
dbo,MSN4,9,Multiple,numeric,
dbo,MSN4,10,MinORdrQty,numeric,
dbo,MSN4,11,LeadTime,int,
dbo,MSN4,12,prcrmntMtd,char,1
dbo,MSN4,13,ToleranDay,int,
dbo,MSN4,14,CompoWH,char,1
dbo,MSN5,1,AbsEntry,int,
dbo,MSN5,2,DocType,nvarchar,20
dbo,MSN5,3,DocEntry,int,
dbo,MSN5,4,Selected,char,1
dbo,MSN5,5,DocSubType,nvarchar,2
dbo,MTH1V,1,MthAcctCod,nvarchar,15
dbo,MTH1V,2,IsInternal,char,1
dbo,MTH1V,3,MatchNum,int,
dbo,MTH1V,4,TransID,int,
dbo,MTH1V,5,Line_ID,int,
dbo,MTH1V,6,RefDate,datetime,
dbo,MTH1V,7,DueDate,datetime,
dbo,MTH1V,8,Ref1,nvarchar,100
dbo,MTH1V,9,Ref2,nvarchar,100
dbo,MTH1V,10,Ref3Line,nvarchar,27
dbo,MTH1V,11,Debit,numeric,
dbo,MTH1V,12,Credit,numeric,
dbo,MTH1V,13,SYSDeb,numeric,
dbo,MTH1V,14,SYSCred,numeric,
dbo,MTH1V,15,FCDebit,numeric,
dbo,MTH1V,16,FCCredit,numeric,
dbo,MTH1V,17,Currency,nvarchar,3
dbo,MTH1V,18,LineMemo,nvarchar,254
dbo,MTH2V,1,MthAcctCod,nvarchar,15
dbo,MTH2V,2,IsInternal,char,1
dbo,MTH2V,3,MatchNum,int,
dbo,MTH2V,4,BnkAcctCod,nvarchar,15
dbo,MTH2V,5,Sequence,int,
dbo,MTH2V,6,DueDate,datetime,
dbo,MTH2V,7,Ref,nvarchar,27
dbo,MTH2V,8,DebAmount,numeric,
dbo,MTH2V,9,Memo,nvarchar,254
dbo,MTH3V,1,absEntry,int,
dbo,MTH3V,2,AcctCdeFrm,nvarchar,15
dbo,MTH3V,3,AcctCdeTo,nvarchar,15
dbo,MTH3V,4,IsInternal,char,1
dbo,MTH3V,5,IsCard,char,1
dbo,MTH3V,6,MatchNumFr,int,
dbo,MTH3V,7,MatchNumTo,int,
dbo,MTH3V,8,MthDateFrm,datetime,
dbo,MTH3V,9,MthDateTo,datetime,
dbo,MTH3V,10,MthAcctCod,nvarchar,15
dbo,MTH3V,11,MatchNum,int,
dbo,NCP1,1,AbsEntry,int,
dbo,NCP1,2,PageEntry,int,
dbo,NCP1,3,Type,nvarchar,20
dbo,NCP1,4,WidgetId,int,
dbo,NCP1,5,Size,nvarchar,10
dbo,NCP1,6,Index,int,
dbo,NCP1,7,Settings,ntext,1073741823
dbo,NCP2,1,PageEntry,int,
dbo,NCP2,2,Type,nvarchar,20
dbo,NCP2,3,ObjectType,int,
dbo,NCP2,4,ObjectKey,nvarchar,50
dbo,NFN1,1,ObjectCode,nvarchar,20
dbo,NFN1,2,SeqCode,smallint,
dbo,NFN1,3,SeqName,nvarchar,8
dbo,NFN1,4,InitialNum,int,
dbo,NFN1,5,NextNum,int,
dbo,NFN1,6,LastNum,int,
dbo,NFN1,7,SeriesStr,nvarchar,3
dbo,NFN1,8,SubStr,nvarchar,3
dbo,NFN1,9,Remark,nvarchar,50
dbo,NFN1,10,GroupCode,smallint,
dbo,NFN1,11,Locked,char,1
dbo,NFN1,12,YearTransf,char,1
dbo,NFN1,13,Indicator,nvarchar,10
dbo,NFN1,14,Template,nvarchar,20
dbo,NFN1,15,NumSize,int,
dbo,NFN1,16,Prefix,nvarchar,8
dbo,NFN1,17,Suffix,nvarchar,8
dbo,NFN1,18,DocSubType,nvarchar,2
dbo,NFN1,19,Model,nvarchar,6
dbo,NFN1,20,Location,int,
dbo,NFN1,21,BPLId,int,
dbo,NFN1,22,IsDigital,char,1
dbo,NFN1,23,EnvTypeNFe,int,
dbo,NFN2,1,ObjectCode,nvarchar,20
dbo,NFN2,2,UserSign,smallint,
dbo,NFN2,3,SeqCode,smallint,
dbo,NFN2,4,DocSubType,nvarchar,2
dbo,NFN3,1,ObjectCode,nvarchar,20
dbo,NFN3,2,SeqCode,smallint,
dbo,NFN3,3,DocSubType,nvarchar,2
dbo,NFN4,1,ObjectCode,nvarchar,20
dbo,NFN4,2,SeqCode,smallint,
dbo,NFN4,3,SeqName,nvarchar,8
dbo,NFN4,4,Serial,int,
dbo,NFN4,5,SeriesStr,nvarchar,3
dbo,NFN4,6,SubStr,nvarchar,3
dbo,NFN4,7,DocSubType,nvarchar,2
dbo,NFN4,8,Model,nvarchar,6
dbo,NFN4,9,CardCode,nvarchar,15
dbo,NFN4,10,DocEntry,int,
dbo,NFN4,11,DocNumber,int,
dbo,NFN4,12,IsReusable,char,1
dbo,NFN5,1,SeqCode,smallint,
dbo,NFN5,2,NFeNoFrom,int,
dbo,NFN5,3,NFeNoTo,int,
dbo,NFN5,4,Year,smallint,
dbo,NFN5,5,Reason,nvarchar,254
dbo,NFN5,6,Reply,nvarchar,50
dbo,NFN5,7,Status,char,1
dbo,NFN5,8,VisOrder,smallint,
dbo,NFN5,9,CreateDate,datetime,
dbo,NFN5,10,CreateTime,int,
dbo,NFN5,11,UpdateDate,datetime,
dbo,NFN5,12,UpdateTime,int,
dbo,NFN5,13,UserSign,smallint,
dbo,NFN5,14,UserSign2,smallint,
dbo,NNM1,1,ObjectCode,nvarchar,20
dbo,NNM1,2,Series,smallint,
dbo,NNM1,3,SeriesName,nvarchar,8
dbo,NNM1,4,InitialNum,int,
dbo,NNM1,5,NextNumber,int,
dbo,NNM1,6,LastNum,int,
dbo,NNM1,7,BeginStr,nvarchar,20
dbo,NNM1,8,EndStr,nvarchar,20
dbo,NNM1,9,Remark,nvarchar,50
dbo,NNM1,10,GroupCode,smallint,
dbo,NNM1,11,Locked,char,1
dbo,NNM1,12,YearTransf,char,1
dbo,NNM1,13,Indicator,nvarchar,10
dbo,NNM1,14,Template,nvarchar,20
dbo,NNM1,15,NumSize,int,
dbo,NNM1,16,FolioPref,nvarchar,4
dbo,NNM1,17,NextFolio,int,
dbo,NNM1,18,DocSubType,nvarchar,2
dbo,NNM1,19,DefESeries,smallint,
dbo,NNM1,20,IsDigSerie,char,1
dbo,NNM1,21,SeriesType,char,1
dbo,NNM1,22,IsManual,char,1
dbo,NNM1,23,BPLId,int,
dbo,NNM1,24,IsForCncl,char,1
dbo,NNM1,25,AtDocType,nvarchar,2
dbo,NNM1,26,IsElAuth,char,1
dbo,NNM2,1,ObjectCode,nvarchar,20
dbo,NNM2,2,UserSign,smallint,
dbo,NNM2,3,Series,smallint,
dbo,NNM2,4,DocSubType,nvarchar,2
dbo,NNM3,1,ObjectCode,nvarchar,20
dbo,NNM3,2,Series,smallint,
dbo,NNM3,3,DocSubType,nvarchar,2
dbo,NNM4,1,ESeries,smallint,
dbo,NNM4,2,Series,smallint,
dbo,NNM4,3,SeriesName,nvarchar,8
dbo,NNM4,4,InitialNum,nvarchar,20
dbo,NNM4,5,NextNumber,nvarchar,20
dbo,NNM4,6,LastNum,nvarchar,20
dbo,NNM4,7,Prefix,nvarchar,10
dbo,NNM4,8,ApprovYear,int,
dbo,NNM4,9,ApprovNum,int,
dbo,NNM4,10,Remark,nvarchar,50
dbo,NNM5,1,ObjectCode,nvarchar,20
dbo,NNM5,2,Series,smallint,
dbo,NNM5,3,DocSubType,nvarchar,2
dbo,NNM5,4,Number,int,
dbo,NNM6,1,ObjectCode,nvarchar,20
dbo,NNM6,2,PeriodType,char,1
dbo,NNM6,3,StartDate,datetime,
dbo,NNM6,4,EndDate,datetime,
dbo,NNM6,5,Sequence,int,
dbo,NNM6,6,FormatStr,nvarchar,254
dbo,NWR_BX_TIMEREPORT,1,EmployeeName,nvarchar,50
dbo,NWR_BX_TIMEREPORT,2,ProjectNumber,nvarchar,20
dbo,NWR_BX_TIMEREPORT,3,ProjectName,nvarchar,150
dbo,NWR_BX_TIMEREPORT,4,ActivityName,nvarchar,150
dbo,NWR_BX_TIMEREPORT,5,ParentName,nvarchar,150
dbo,NWR_BX_TIMEREPORT,6,WeekTime,char,5
dbo,NWR_PO,1,No. Compagnie,varchar,2
dbo,NWR_PO,2,Compagnie,varchar,8
dbo,NWR_PO,3,No. Trans,int,
dbo,NWR_PO,4,No. Doc,int,
dbo,NWR_PO,5,No Ref.,nvarchar,100
dbo,NWR_PO,6,Type Document,varchar,15
dbo,NWR_PO,7,Statut document,char,1
dbo,NWR_PO,8,Document Annulé,char,1
dbo,NWR_PO,9,Code Partenaire,nvarchar,15
dbo,NWR_PO,10,Nom de Partenaire,nvarchar,100
dbo,NWR_PO,11,Catégorie,nvarchar,20
dbo,NWR_PO,12,Responsable,nvarchar,155
dbo,NWR_PO,13,Date Comptable,datetime,
dbo,NWR_PO,14,Date Livr./Récep. Prévu,datetime,
dbo,NWR_PO,15,Date Livr./Récep. Réel,datetime,
dbo,NWR_PO,16,Devise,nvarchar,3
dbo,NWR_PO,17,Taux de change,numeric,
dbo,NWR_PO,18,Code item,nvarchar,50
dbo,NWR_PO,19,Description item,nvarchar,100
dbo,NWR_PO,20,Description Alternative,nvarchar,100
dbo,NWR_PO,21,Fournisseur,nvarchar,15
dbo,NWR_PO,22,Code Groupe Item,smallint,
dbo,NWR_PO,23,Nom Groupe Item,nvarchar,20
dbo,NWR_PO,24,Manufacturier,nvarchar,30
dbo,NWR_PO,25,Code Douane,smallint,
dbo,NWR_PO,26,Nom Douane,nvarchar,20
dbo,NWR_PO,27,Quantity,numeric,
dbo,NWR_PO,28,Price,numeric,
dbo,NWR_PO,29,Escompte %,numeric,
dbo,NWR_PO,30,Total Ligne,numeric,
dbo,NWR_PO,31,Total Ligne DE,numeric,
dbo,NWR_PO,32,Total Document,numeric,
dbo,NWR_PO,33,Total Document DE,numeric,
dbo,NWR_PO,34,Période Financière,int,
dbo,NWR_POvsCommande,1,No. Compagnie,varchar,2
dbo,NWR_POvsCommande,2,Compagnie,varchar,8
dbo,NWR_POvsCommande,3,No. Trans,int,
dbo,NWR_POvsCommande,4,No. Doc,int,
dbo,NWR_POvsCommande,5,No Ref.,nvarchar,100
dbo,NWR_POvsCommande,6,Type Document,varchar,15
dbo,NWR_POvsCommande,7,Code Partenaire,nvarchar,15
dbo,NWR_POvsCommande,8,Nom de Partenaire,nvarchar,100
dbo,NWR_POvsCommande,9,Catégorie,nvarchar,20
dbo,NWR_POvsCommande,10,Responsable,nvarchar,155
dbo,NWR_POvsCommande,11,Date Comptable,datetime,
dbo,NWR_POvsCommande,12,Date Livr./Récep. Prévu,datetime,
dbo,NWR_POvsCommande,13,Date Livr./Récep. Réel,datetime,
dbo,NWR_POvsCommande,14,Devise,nvarchar,3
dbo,NWR_POvsCommande,15,Taux de change,numeric,
dbo,NWR_POvsCommande,16,Code item,nvarchar,50
dbo,NWR_POvsCommande,17,Description item,nvarchar,100
dbo,NWR_POvsCommande,18,Description Alternative,nvarchar,100
dbo,NWR_POvsCommande,19,Fournisseur,nvarchar,15
dbo,NWR_POvsCommande,20,Code Groupe Item,smallint,
dbo,NWR_POvsCommande,21,Nom Groupe Item,nvarchar,20
dbo,NWR_POvsCommande,22,Manufacturier,nvarchar,30
dbo,NWR_POvsCommande,23,Code Douane,smallint,
dbo,NWR_POvsCommande,24,Nom Douane,nvarchar,20
dbo,NWR_POvsCommande,25,Quantity,numeric,
dbo,NWR_POvsCommande,26,Price,numeric,
dbo,NWR_POvsCommande,27,Escompte %,numeric,
dbo,NWR_POvsCommande,28,Total Ligne,numeric,
dbo,NWR_POvsCommande,29,Total Ligne DE,numeric,
dbo,NWR_POvsCommande,30,Total Document,numeric,
dbo,NWR_POvsCommande,31,Total Document DE,numeric,
dbo,NWR_POvsCommande,32,Période Financière,int,
